pm_full,pm_last,household_id,household_position,actual_date,contact_method,owner_full,owner_last
Fundraiser E,E,10575,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser E,E,10575,PR,9/25/2015,Event,Other Fundraiser,Other
Fundraiser E,E,10575,PR,9/10/2013,Task,Other Fundraiser,Other
Fundraiser E,E,10575,PR,7/2/2013,Reunion Peer to Peer,Other Fundraiser,Other
Fundraiser E,E,10575,PR,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser E,E,10575,PR,6/1/2011,Mail,Other Fundraiser,Other
Fundraiser E,E,10575,PR,5/5/2009,E-mail,Other Fundraiser,Other
Fundraiser E,E,10575,PR,5/5/2009,E-mail,Other Fundraiser,Other
Fundraiser E,E,10575,PR,4/28/2009,E-mail,Other Fundraiser,Other
Fundraiser E,E,10575,PR,10/24/2008,Event,Other Fundraiser,Other
Fundraiser E,E,10575,PR,10/8/2008,Mail,Other Fundraiser,Other
Fundraiser E,E,10575,PR,3/19/2008,Phone Call,Other Fundraiser,Other
Fundraiser E,E,10575,PR,2/8/2008,Mail,Other Fundraiser,Other
Fundraiser E,E,10575,PR,12/9/2003,Action,Other Fundraiser,Other
Fundraiser E,E,10575,PR,10/24/2003,Action,Other Fundraiser,Other
Fundraiser E,E,10575,PR,7/2/1998,Action,Other Fundraiser,Other
Fundraiser E,E,10575,PR,11/19/1997,Mail,Other Fundraiser,Other
Fundraiser E,E,10575,PR,10/21/1997,Mail,Other Fundraiser,Other
Fundraiser A,A,10576,SP,3/21/2019,Task,Other Fundraiser,Other
Fundraiser A,A,10576,PR,1/31/2019,E-mail,Fundraiser A,A
Fundraiser A,A,10576,PR,10/2/2018,Committee/Board Meeting,Fundraiser A,A
Fundraiser A,A,10576,PR,8/7/2018,E-mail,Fundraiser A,A
Fundraiser A,A,10576,PR,8/1/2018,Task,Other Fundraiser,Other
Fundraiser A,A,10576,PR,4/23/2018,E-mail,Fundraiser A,A
Fundraiser A,A,10576,PR,3/19/2018,E-mail,Fundraiser A,A
Fundraiser A,A,10576,PR,3/9/2018,E-mail,Fundraiser A,A
Fundraiser A,A,10576,PR,12/13/2017,E-mail,Fundraiser A,A
Fundraiser A,A,10576,PR,11/13/2017,Event,Other Fundraiser,Other
Fundraiser A,A,10576,PR,9/25/2017,Phone Call,Fundraiser A,A
Fundraiser A,A,10576,PR,8/23/2017,E-mail,Other Fundraiser,Other
Fundraiser A,A,10576,PR,8/15/2017,E-mail,Other Fundraiser,Other
Fundraiser A,A,10576,PR,7/20/2017,E-mail,Other Fundraiser,Other
Fundraiser A,A,10576,PR,5/10/2017,E-mail,Fundraiser A,A
Fundraiser A,A,10576,PR,8/26/2016,Task,Other Fundraiser,Other
Fundraiser A,A,10576,PR,1/7/2016,E-mail,Other Fundraiser,Other
Fundraiser A,A,10576,PR,9/30/2015,Invitation,Other Fundraiser,Other
Fundraiser A,A,10576,PR,9/14/2015,E-mail,Other Fundraiser,Other
Fundraiser A,A,10576,PR,5/6/2015,E-mail,Other Fundraiser,Other
Fundraiser A,A,10576,PR,1/8/2015,E-mail,Other Fundraiser,Other
Fundraiser A,A,10576,PR,10/18/2012,Phone Call,Other Fundraiser,Other
Fundraiser A,A,10576,PR,12/4/2011,Phone Call,Other Fundraiser,Other
Fundraiser A,A,10576,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser A,A,10576,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser A,A,10576,PR,7/2/2004,Mail,Other Fundraiser,Other
Fundraiser A,A,10576,PR,4/29/1997,"Visit, No Contact Report",Other Fundraiser,Other
Fundraiser A,A,10576,PR,,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10577,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser H,H,10577,SP,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,9/23/2013,Task,Other Fundraiser,Other
Fundraiser H,H,10577,SP,9/23/2013,Task,Other Fundraiser,Other
Fundraiser H,H,10577,PR,6/1/2013,E-mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,5/31/2013,Mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,7/29/2011,,Other Fundraiser,Other
Fundraiser H,H,10577,PR,9/14/2010,Phone Call,Other Fundraiser,Other
Fundraiser H,H,10577,PR,1/15/2010,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10577,PR,7/29/2009,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10577,PR,6/22/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,6/18/2009,Phone Call,Other Fundraiser,Other
Fundraiser H,H,10577,PR,5/18/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,11/18/2008,Phone Call,Other Fundraiser,Other
Fundraiser H,H,10577,PR,4/28/2008,Mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,3/27/2008,E-mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,12/18/2007,Mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,12/3/2007,Mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,11/15/2007,Mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,11/14/2007,Mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,10/16/2006,Mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,1/28/1998,Mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,11/14/1997,Mail,Other Fundraiser,Other
Fundraiser H,H,10577,PR,3/8/1996,Action,Other Fundraiser,Other
Fundraiser C,C,10578,PR,11/25/2019,Mail,Fundraiser C,C
Fundraiser C,C,10578,PR,11/14/2019,Casual Interaction,Fundraiser C,C
Fundraiser C,C,10578,PR,11/13/2019,E-mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,11/13/2019,Phone Call,Fundraiser C,C
Fundraiser C,C,10578,PR,10/3/2019,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser C,C,10578,PR,9/6/2019,Event,Fundraiser C,C
Fundraiser C,C,10578,PR,8/23/2019,E-mail,Fundraiser C,C
Fundraiser C,C,10578,PR,4/26/2019,E-mail,Fundraiser C,C
Fundraiser C,C,10578,PR,4/17/2019,E-mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,4/4/2019,SMU Event,Other Fundraiser,Other
Fundraiser C,C,10578,PR,1/18/2019,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,12/5/2018,Event,Other Fundraiser,Other
Fundraiser C,C,10578,PR,11/26/2018,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,11/19/2018,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,9/17/2018,Event,Other Fundraiser,Other
Fundraiser C,C,10578,PR,9/7/2018,Invitation,Other Fundraiser,Other
Fundraiser C,C,10578,PR,8/28/2018,E-mail,Fundraiser C,C
Fundraiser C,C,10578,PR,8/22/2018,E-mail,Fundraiser C,C
Fundraiser C,C,10578,PR,5/14/2018,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,5/7/2018,Event,Other Fundraiser,Other
Fundraiser C,C,10578,PR,4/5/2018,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,12/18/2017,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,12/12/2017,E-mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,9/14/2017,SMU Event,Other Fundraiser,Other
Fundraiser C,C,10578,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,4/12/2017,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,5/29/2016,Event,Other Fundraiser,Other
Fundraiser C,C,10578,PR,12/18/2015,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10578,PR,3/4/2014,Task,Other Fundraiser,Other
Fundraiser C,C,10578,PR,3/22/2013,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10578,PR,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,3/31/2012,Event,Other Fundraiser,Other
Fundraiser C,C,10578,PR,3/7/2012,Phone Call,Other Fundraiser,Other
Fundraiser C,C,10578,PR,2/24/2012,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,6/1/2011,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,10/23/2009,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,3/30/2008,Event,Other Fundraiser,Other
Fundraiser C,C,10578,PR,12/10/2007,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,10/1/2007,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10578,PR,12/12/2005,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,11/3/2005,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,11/3/2005,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,4/13/2005,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,3/18/2005,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,2/24/2005,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,10/22/2003,Personal Visit,Other Fundraiser,Other
Fundraiser C,C,10578,PR,5/10/1999,Mail,Other Fundraiser,Other
Fundraiser C,C,10578,PR,1/28/1998,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,7/31/2019,Personal Visit,Fundraiser H,H
Fundraiser H,H,10579,SP,4/13/2019,SMU Event,Other Fundraiser,Other
Fundraiser H,H,10579,PR,2/26/2018,Personal Visit,Fundraiser H,H
Fundraiser H,H,10579,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,SP,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,6/2/2015,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,8/19/2014,Task,Other Fundraiser,Other
Fundraiser H,H,10579,SP,8/19/2014,Task,Other Fundraiser,Other
Fundraiser H,H,10579,PR,6/1/2013,E-mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,5/31/2013,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,4/8/2013,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,SP,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,4/30/2012,Reunion Peer to Peer,Other Fundraiser,Other
Fundraiser H,H,10579,PR,6/1/2011,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,11/10/2010,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10579,PR,9/16/2010,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser H,H,10579,PR,9/30/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,5/5/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,4/28/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,3/17/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,3/17/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,3/9/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,SP,3/9/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,2/23/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,2/4/2009,Event,Other Fundraiser,Other
Fundraiser H,H,10579,PR,4/18/2008,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,11/10/2007,Event,Other Fundraiser,Other
Fundraiser H,H,10579,PR,8/29/2007,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,5/3/2007,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,1/30/2007,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,1/30/2007,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10579,PR,1/29/2007,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,1/26/2007,Phone Call,Other Fundraiser,Other
Fundraiser H,H,10579,PR,3/26/1999,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10579,PR,7/2/1998,Action,Other Fundraiser,Other
Fundraiser H,H,10579,PR,1/28/1998,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,8/13/1997,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,3/20/1997,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10579,PR,3/18/1997,Mail,Other Fundraiser,Other
Fundraiser H,H,10579,PR,2/26/1997,Personal Visit,Other Fundraiser,Other
Fundraiser H,H,10580,PR,4/24/2018,Phone Call,Fundraiser H,H
Fundraiser H,H,10580,PR,4/12/2018,Personal Visit,Fundraiser H,H
Fundraiser H,H,10580,PR,12/22/2017,Personal Visit,Fundraiser H,H
Fundraiser H,H,10580,PR,12/13/2017,Phone Call,Fundraiser H,H
Fundraiser H,H,10580,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser H,H,10580,SP,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser H,H,10580,PR,12/13/2016,Phone Call,Fundraiser H,H
Fundraiser H,H,10580,PR,10/21/2016,Mail,Fundraiser H,H
Fundraiser H,H,10580,SP,11/5/2014,Task,Other Fundraiser,Other
Fundraiser H,H,10580,PR,9/10/2013,Task,Other Fundraiser,Other
Fundraiser H,H,10580,SP,9/10/2013,Task,Other Fundraiser,Other
Fundraiser H,H,10580,PR,6/1/2013,E-mail,Other Fundraiser,Other
Fundraiser H,H,10580,PR,5/31/2013,Mail,Other Fundraiser,Other
Fundraiser H,H,10580,PR,6/1/2009,Mail,Other Fundraiser,Other
Fundraiser H,H,10580,PR,5/5/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10580,PR,5/5/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10580,PR,4/28/2009,E-mail,Other Fundraiser,Other
Fundraiser H,H,10580,PR,4/28/2008,Mail,Other Fundraiser,Other
Fundraiser H,H,10580,PR,7/29/2005,Mail,Other Fundraiser,Other
Fundraiser H,H,10580,PR,12/2/2003,Action,Other Fundraiser,Other
Fundraiser H,H,10580,PR,8/21/2000,Action,Other Fundraiser,Other
Fundraiser H,H,10580,PR,7/30/1997,Action,Other Fundraiser,Other
Fundraiser H,H,10581,PR,6/7/2017,E-mail,Fundraiser H,H
Fundraiser H,H,10581,PR,8/5/2016,Mail,Fundraiser H,H
Fundraiser H,H,10581,PR,7/13/2016,Campus Visit,Fundraiser H,H
Fundraiser H,H,10581,PR,6/1/2016,E-mail,Fundraiser H,H
Fundraiser A,A,10582,PR,12/16/2019,E-mail,Fundraiser A,A
Fundraiser A,A,10582,PR,11/25/2019,Mail,Fundraiser A,A
Fundraiser A,A,10582,PR,11/20/2019,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10582,PR,11/19/2019,Event,Other Fundraiser,Other
Fundraiser A,A,10582,PR,7/2/2019,E-mail,Fundraiser A,A
Fundraiser A,A,10582,PR,6/19/2019,E-mail,Fundraiser A,A
Fundraiser A,A,10582,PR,4/24/2019,,Fundraiser A,A
Fundraiser A,A,10582,PR,4/23/2019,,Fundraiser A,A
Fundraiser A,A,10582,PR,2/25/2019,E-mail,Fundraiser A,A
Fundraiser A,A,10582,PR,2/21/2019,E-mail,Fundraiser A,A
Fundraiser A,A,10582,PR,2/20/2019,Personal Visit,Fundraiser A,A
Fundraiser A,A,10582,PR,2/12/2019,E-mail,Fundraiser A,A
Fundraiser A,A,10582,PR,1/28/2019,,Fundraiser A,A
Fundraiser A,A,10582,PR,12/18/2018,Phone Call,Fundraiser A,A
Fundraiser A,A,10582,PR,10/18/2018,,Fundraiser A,A
Fundraiser A,A,10582,PR,10/12/2018,Event,Other Fundraiser,Other
Fundraiser A,A,10582,PR,10/12/2018,Personal Visit,Fundraiser A,A
Fundraiser A,A,10582,PR,8/20/2018,E-mail,Fundraiser A,A
Fundraiser A,A,10582,PR,3/27/2018,E-mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,2/27/2018,E-mail,Fundraiser A,A
Fundraiser A,A,10582,PR,12/29/2017,,Fundraiser A,A
Fundraiser A,A,10582,PR,12/20/2017,,Fundraiser A,A
Fundraiser A,A,10582,PR,12/18/2017,,Fundraiser A,A
Fundraiser A,A,10582,PR,12/5/2017,,Fundraiser A,A
Fundraiser A,A,10582,PR,11/9/2017,E-mail,Fundraiser A,A
Fundraiser A,A,10582,PR,10/25/2017,,Fundraiser A,A
Fundraiser A,A,10582,PR,10/18/2017,,Fundraiser A,A
Fundraiser A,A,10582,PR,5/29/2017,Personal Visit,Fundraiser A,A
Fundraiser A,A,10582,PR,7/11/2014,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10582,PR,12/2/2013,Event,Other Fundraiser,Other
Fundraiser A,A,10582,PR,12/2/2013,Event,Other Fundraiser,Other
Fundraiser A,A,10582,PR,12/2/2013,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10582,PR,10/23/2013,Dean/Faculty Visit,Other Fundraiser,Other
Fundraiser A,A,10582,PR,11/30/2011,Phone Call,Other Fundraiser,Other
Fundraiser A,A,10582,PR,12/12/2008,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,11/29/2006,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,11/28/2006,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,5/3/2005,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,SP,5/3/2005,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,SP,12/5/2004,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,10/15/2004,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,3/2/2004,Action,Other Fundraiser,Other
Fundraiser A,A,10582,PR,3/20/2003,Fax,Other Fundraiser,Other
Fundraiser A,A,10582,PR,4/1/2002,Fax,Other Fundraiser,Other
Fundraiser A,A,10582,PR,3/7/2002,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10582,SP,6/6/2001,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,5/31/2001,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,5/31/2001,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,5/31/2001,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,5/31/2001,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,5/31/2001,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,5/31/2001,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,4/7/2000,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,11/24/1999,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,11/24/1999,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,4/30/1999,Personal Visit,Other Fundraiser,Other
Fundraiser A,A,10582,PR,1/14/1999,Phone Call,Other Fundraiser,Other
Fundraiser A,A,10582,SP,9/9/1998,Action,Other Fundraiser,Other
Fundraiser A,A,10582,PR,9/5/1998,Action,Other Fundraiser,Other
Fundraiser A,A,10582,PR,3/19/1998,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,2/19/1998,Phone Call,Other Fundraiser,Other
Fundraiser A,A,10582,PR,4/16/1997,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,2/10/1997,Phone Call,Other Fundraiser,Other
Fundraiser A,A,10582,PR,1/7/1997,Mail,Other Fundraiser,Other
Fundraiser A,A,10582,PR,2/23/1995,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/2/2019,Phone Call,Fundraiser B,B
Fundraiser B,B,10583,PR,11/1/2019,Mail,Fundraiser B,B
Fundraiser B,B,10583,PR,10/30/2019,Mail,Fundraiser B,B
Fundraiser B,B,10583,PR,9/12/2019,Phone Call,Fundraiser B,B
Fundraiser B,B,10583,PR,9/10/2019,Mail,Fundraiser B,B
Fundraiser B,B,10583,PR,7/22/2019,Mail,Fundraiser B,B
Fundraiser B,B,10583,PR,1/18/2019,Mail,Fundraiser B,B
Fundraiser B,B,10583,PR,12/21/2018,Mail,Fundraiser B,B
Fundraiser B,B,10583,PR,12/13/2018,Phone Call,Fundraiser B,B
Fundraiser B,B,10583,PR,5/30/2018,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,2/6/2018,Internal Meeting,Other Fundraiser,Other
Fundraiser B,B,10583,PR,1/24/2018,Personal Visit,Other Fundraiser,Other
Fundraiser B,B,10583,PR,1/17/2018,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,11/4/2017,Personal Visit,Other Fundraiser,Other
Fundraiser B,B,10583,PR,9/11/2017,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,8/9/2015,SMU Event,Fundraiser B,B
Fundraiser B,B,10583,PR,12/23/2014,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,4/12/2014,Event,Other Fundraiser,Other
Fundraiser B,B,10583,PR,4/10/2014,Event,Other Fundraiser,Other
Fundraiser B,B,10583,PR,3/5/2013,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/14/2012,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,8/29/2012,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,6/1/2012,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/9/2011,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/21/2010,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,3/19/2010,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,1/19/2010,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/31/2009,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/18/2009,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/7/2009,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,8/20/2009,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,6/23/2009,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,6/10/2009,Event,Other Fundraiser,Other
Fundraiser B,B,10583,PR,5/29/2009,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,5/15/2009,Casual Interaction,Other Fundraiser,Other
Fundraiser B,B,10583,PR,5/7/2009,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,4/22/2009,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,4/16/2009,Personal Visit,Other Fundraiser,Other
Fundraiser B,B,10583,PR,4/14/2009,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,4/7/2009,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,4/7/2009,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,4/2/2009,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10583,PR,4/1/2009,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,3/26/2009,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,3/2/2009,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,2/18/2009,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,2/16/2009,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,2/3/2009,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,2/3/2009,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,2/3/2009,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,1/30/2009,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/17/2008,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/16/2008,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/16/2008,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/15/2008,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/8/2008,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,11/25/2008,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,11/14/2008,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,11/11/2008,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,11/11/2008,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,11/6/2008,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,10/20/2008,Committee/Board Meeting,Other Fundraiser,Other
Fundraiser B,B,10583,PR,9/1/2008,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,1/29/2008,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,1/22/2008,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,1/9/2008,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,11/28/2007,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,3/22/2007,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/22/2006,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,10/27/2006,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,10/20/2006,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,10/12/2006,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,8/7/2006,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/13/2005,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/7/2005,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,11/3/2005,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,10/15/2005,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,9/19/2005,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,8/19/2005,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,7/14/2005,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,6/5/2005,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,4/4/2005,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,3/16/2005,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,2/25/2005,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,12/20/2004,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,11/23/2004,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,11/18/2004,Personal Visit,Other Fundraiser,Other
Fundraiser B,B,10583,PR,11/6/2004,Action,Other Fundraiser,Other
Fundraiser B,B,10583,PR,10/29/2004,E-mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,10/12/2004,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,9/20/2004,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,8/27/2004,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,8/10/2004,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,8/5/2004,Phone Call,Other Fundraiser,Other
Fundraiser B,B,10583,PR,7/22/2004,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,7/13/2004,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,6/24/2004,Fax,Other Fundraiser,Other
Fundraiser B,B,10583,PR,6/22/2004,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,6/17/2004,Personal Visit,Other Fundraiser,Other
Fundraiser B,B,10583,PR,6/16/2004,Mail,Other Fundraiser,Other
Fundraiser B,B,10583,PR,5/3/2004,Phone Call,Other Fundraiser,Other
